ANO;GEO_COD;GEO_COD_DSG;NIVEL;NIVEL_DSG;N_EDIFICIOS_CLASSICOS;N_EDIFICIOS_CLASSICOS_1OU2;N_EDIFICIOS_CLASSICOS_ISOLADOS ;N_EDIFICIOS_CLASSICOS_GEMIN;N_EDIFICIOS_CLASSICOS_EMBANDA;N_EDIFICIOS_CLASSICOS_3OUMAIS;N_EDIFICIOS_CLASSICOS_OUTROS;N_EDIFICIOS_EXCLUSIV_RESID;N_EDIFICIOS_PRINCIPAL_RESID;N_EDIFICIOS_PRINCIP_NAO_RESID;N_EDIFICIOS_1OU2_PISOS;N_EDIFICIOS_3OU4_PISOS;.N_EDIFICIOS_5OU_MAIS_PISOS;N_EDIFICIOS_CONSTR_ANTES_1919;N_EDIFICIOS_CONSTR_1919A1945;N_EDIFICIOS_CONSTR_1946A1960;N_EDIFICIOS_CONSTR_1961A1970;N_EDIFICIOS_CONSTR_1971A1980;N_EDIFICIOS_CONSTR_1981A1990;N_EDIFICIOS_CONSTR_1991A1995;N_EDIFICIOS_CONSTR_1996A2000;N_EDIFICIOS_CONSTR_2001A2005;N_EDIFICIOS_CONSTR_2006A2011;N_EDIFICIOS_ESTRUT_BETAO;N_EDIFICIOS_ESTRUT_COM_PLACA;N_EDIFICIOS_ESTRUT_SEM_PLACA;N_EDIFICIOS_ESTRUT_ADOBE_PEDRA;N_EDIFICIOS_ESTRUT_OUTRA;N_ALOJAMENTOS;N_ALOJAMENTOS_FAMILIARES;N_ALOJAMENTOS_FAM_CLASSICOS;N_ALOJAMENTOS_FAM_N_CLASSICOS;N_ALOJAMENTOS_COLECTIVOS;N_CLASSICOS_RES_HABITUAL;N_ALOJAMENTOS_RES_HABITUAL;N_ALOJAMENTOS_VAGOS;N_RES_HABITUAL_COM_AGUA;N_RES_HABITUAL_COM_RETRETE;N_RES_HABITUAL_COM_ESGOTOS;N_RES_HABITUAL_COM_BANHO;N_RES_HABITUAL_AREA_50;N_RES_HABITUAL_AREA_50_100;N_RES_HABITUAL_AREA_100_200;N_RES_HABITUAL_AREA_200;N_RES_HABITUAL_1_2_DIV;N_RES_HABITUAL_3_4_DIV;N_RES_HABITUAL_ESTAC_1;N_RES_HABITUAL_ESTAC_2;N_RES_HABITUAL_ESTAC_3;N_RES_HABITUAL_PROP_OCUP;N_RES_HABITUAL_ARREND;N_FAMILIAS_CLASSICAS;N_FAMILIAS_INSTITUCIONAIS;N_FAMILIAS_CLASSICAS_1OU2_PESS;N_FAMILIAS_CLASSICAS_3OU4_PESS;N_FAMILIAS_CLASSICAS_NPES65;N_FAMILIAS_CLASSICAS_NPES14;N_FAMILIAS_CLASSIC_SEM_DESEMP;N_FAMILIAS_CLASSIC_1DESEMPREG;N_FAMILIAS_CLASS_2MAIS_DESEMP;N_NUCLEOS_FAMILIARES;N_NUCLEOS_1FILH_NAO_CASADO;N_NUCLEOS_2FILH_NAO_CASADO;N_NUCLEOS_FILH_INF_6ANOS;N_NUCLEOS_FILH_INF_15ANOS;N_NUCLEOS_FILH_MAIS_15ANOS;N_INDIVIDUOS_PRESENT;N_INDIVIDUOS_PRESENT_H;N_INDIVIDUOS_PRESENT_M;N_INDIVIDUOS_RESIDENT;N_INDIVIDUOS_RESIDENT_H;N_INDIVIDUOS_RESIDENT_M;N_INDIVIDUOS_RESIDENT_0A4;N_INDIVIDUOS_RESIDENT_5A9;N_INDIVIDUOS_RESIDENT_10A13;N_INDIVIDUOS_RESIDENT_14A19;N_INDIVIDUOS_RESIDENT_15A19;N_INDIVIDUOS_RESIDENT_20A24;N_INDIVIDUOS_RESIDENT_20A64;N_INDIVIDUOS_RESIDENT_25A64;N_INDIVIDUOS_RESIDENT_65;N_INDIVIDUOS_RESIDENT_H_0A4;N_INDIVIDUOS_RESIDENT_H_5A9;N_INDIVIDUOS_RESIDENT_H_10A13;N_INDIVIDUOS_RESIDENT_H_14A19;N_INDIVIDUOS_RESIDENT_H_15A19;N_INDIVIDUOS_RESIDENT_H_20A24;N_INDIVIDUOS_RESIDENT_H_20A64;N_INDIVIDUOS_RESIDENT_H_25A64;N_INDIVIDUOS_RESIDENT_H_65;N_INDIVIDUOS_RESIDENT_M_0A4;N_INDIVIDUOS_RESIDENT_M_5A9;N_INDIVIDUOS_RESIDENT_M_10A13;N_INDIVIDUOS_RESIDENT_M_14A19;N_INDIVIDUOS_RESIDENT_M_15A19;N_INDIVIDUOS_RESIDENT_M_20A24;N_INDIVIDUOS_RESIDENT_M_20A64;N_INDIVIDUOS_RESIDENT_M_25A64;N_INDIVIDUOS_RESIDENT_M_65;N_INDIV_RESIDENT_N_LER_ESCRV;N_IND_RESIDENT_FENSINO_1BAS;N_IND_RESIDENT_FENSINO_2BAS;N_IND_RESIDENT_FENSINO_3BAS;N_IND_RESIDENT_FENSINO_SEC;N_IND_RESIDENT_FENSINO_POSSEC;N_IND_RESIDENT_FENSINO_SUP;N_IND_RESIDENT_ENSINCOMP_1BAS;N_IND_RESIDENT_ENSINCOMP_2BAS;N_IND_RESIDENT_ENSINCOMP_3BAS;N_IND_RESIDENT_ENSINCOMP_SEC;N_IND_RESIDENT_ENSINCOMP_POSEC;N_IND_RESIDENT_ENSINCOMP_SUP;N_IND_RESID_DESEMP_PROC_1EMPRG;N_IND_RESID_DESEMP_PROC_EMPRG;N_IND_RESID_EMPREGADOS;N_IND_RESID_PENS_REFORM;N_IND_RESID_SEM_ACT_ECON;N_IND_RESID_EMPREG_SECT_PRIM;N_IND_RESID_EMPREG_SECT_SEQ;N_IND_RESID_EMPREG_SECT_TERC;N_IND_RESID_ESTUD_MUN_RESID;N_IND_RESID_TRAB_MUN_RESID;
2011;'170635;Vila da Ponte;6;Freguesia;140;138;60;77;1;0;2;139;1;0;123;17;0;5;5;6;6;27;51;17;6;7;10;6;115;17;1;1;141;139;139;0;2;72;72;0;71;70;71;68;7;24;29;12;2;13;19;8;11;67;0;74;0;46;22;53;7;71;3;0;52;20;4;1;4;23;176;91;85;178;92;86;1;0;3;11;8;5;88;83;75;1;0;1;7;6;0;46;46;37;0;0;2;4;2;5;42;37;38;20;2;1;7;2;0;4;66;24;13;16;0;13;0;3;46;80;122;7;5;34;12;35;
2011;'170601001; ;7;Secção;433;431;301;130;0;1;1;428;2;3;380;52;1;84;71;34;31;54;60;23;24;36;16;21;312;72;27;1;440;439;439;0;1;212;212;0;209;204;209;199;44;89;66;13;13;50;50;32;15;204;2;212;1;128;67;116;35;195;17;0;158;49;28;15;35;62;518;251;267;553;265;288;16;19;16;27;25;22;281;259;194;9;8;8;19;17;11;137;126;84;7;11;8;8;8;11;144;133;110;93;17;14;23;16;1;9;206;76;46;33;1;22;6;11;146;222;337;31;50;65;73;107;
2011;'170602001; ;7;Secção;154;154;45;0;109;0;0;18;136;0;133;21;0;5;7;2;17;10;24;10;27;33;19;94;21;16;23;0;154;154;154;0;0;59;59;16;58;54;58;53;28;20;9;2;9;23;12;3;3;56;0;59;0;44;11;43;5;57;2;0;42;5;7;3;5;9;129;58;71;130;58;72;4;3;3;6;5;3;57;54;57;2;0;2;3;3;2;24;22;27;2;3;1;3;2;1;33;32;30;24;3;1;3;3;0;1;50;13;8;11;0;2;0;2;34;64;83;14;2;18;11;34;
2011;'170603001; ;7;Secção;280;280;176;20;84;0;0;232;46;2;280;0;0;25;23;49;18;25;46;21;25;28;20;107;92;73;8;0;280;280;280;0;0;107;107;10;105;96;105;95;5;49;51;2;1;59;18;18;7;98;0;107;0;59;38;65;15;91;14;2;77;31;15;5;15;40;268;137;131;271;137;134;3;10;8;15;14;19;150;131;85;1;4;4;11;11;11;79;68;38;2;6;4;4;3;8;71;63;47;45;9;4;5;3;0;6;123;20;21;30;0;11;5;13;91;96;140;29;21;41;23;79;
2011;'170604001; ;7;Secção;326;326;220;27;79;0;0;324;2;0;309;17;0;37;46;34;23;61;59;24;17;17;8;137;112;76;1;0;326;326;326;0;0;128;128;15;126;122;126;120;4;20;57;47;4;33;36;31;12;118;2;128;0;72;47;58;27;105;22;1;102;35;15;12;26;40;310;159;151;326;165;161;13;8;18;20;15;15;186;171;81;9;7;7;7;5;5;90;85;45;4;1;11;13;10;10;96;86;36;32;6;9;16;7;0;16;110;53;29;29;1;17;9;15;96;94;162;25;23;48;47;92;
2011;'170604002; ;7;Secção;425;415;227;57;131;1;9;399;20;6;413;12;0;38;34;81;24;59;69;31;31;26;32;116;131;178;0;0;426;416;416;0;10;165;165;18;161;154;161;153;9;65;36;55;6;34;24;25;20;138;0;165;0;97;54;76;32;143;21;1;128;45;28;8;33;60;442;212;230;422;201;221;8;20;20;24;22;20;243;223;107;7;5;12;13;11;15;123;108;41;1;15;8;11;11;5;120;115;66;58;20;11;24;11;0;6;132;71;51;25;5;28;11;12;144;112;205;46;27;71;70;131;
2011;'170605001; ;7;Secção;139;139;84;41;14;0;0;98;41;0;130;9;0;34;12;5;7;19;12;14;17;13;6;30;41;31;33;4;139;139;139;0;0;40;40;2;39;35;39;35;3;18;18;1;4;16;2;7;4;40;0;40;0;26;14;25;6;37;3;0;29;13;3;1;5;11;79;40;39;87;43;44;1;2;3;4;4;4;43;39;34;1;1;3;2;2;2;20;18;16;0;1;0;2;2;2;23;21;18;16;3;2;0;3;0;4;30;9;6;7;0;2;1;2;22;33;56;14;3;5;8;21;
2011;'170606001; ;7;Secção;169;168;70;69;29;1;0;76;92;1;142;27;0;17;42;18;8;16;23;8;16;11;10;4;112;46;7;0;171;170;170;0;1;62;62;4;60;58;60;57;4;30;25;3;5;20;13;11;6;56;0;63;0;44;17;41;6;61;2;0;44;19;5;1;6;22;121;63;58;135;69;66;1;0;6;6;5;3;70;67;52;1;0;4;3;3;1;38;37;23;0;0;2;3;2;2;32;30;29;21;0;4;3;4;1;3;74;12;9;10;0;2;0;2;43;57;82;12;3;28;10;41;
2011;'170607001; ;7;Secção;165;165;141;22;2;0;0;158;4;3;164;1;0;24;7;7;35;32;23;12;10;7;8;3;118;31;13;0;165;165;165;0;0;73;73;26;68;65;68;65;11;31;29;2;1;16;20;9;5;72;0;73;0;45;18;42;12;64;8;1;56;17;10;6;12;26;187;95;92;194;99;95;5;3;5;15;10;16;108;92;58;2;2;3;6;3;11;58;47;28;3;1;2;9;7;5;50;45;30;26;2;3;10;6;1;2;80;22;24;15;1;7;2;9;47;65;118;6;22;19;25;38;
2011;'170608001; ;7;Secção;90;90;53;17;20;0;0;89;1;0;73;17;0;3;5;3;15;35;23;2;0;2;2;24;50;2;14;0;90;90;90;0;0;27;27;10;27;27;27;26;2;6;15;4;2;11;16;1;1;27;0;27;0;18;8;13;6;27;0;0;19;5;6;2;6;7;60;28;32;62;30;32;3;1;2;5;1;2;33;31;18;1;1;0;3;1;0;17;17;8;2;0;2;2;0;2;16;14;10;3;1;0;6;2;0;0;25;7;11;6;0;1;0;0;16;22;36;4;3;9;10;16;
2011;'170609001; ;7;Secção;349;346;279;67;0;2;1;337;2;10;338;11;0;64;49;65;31;61;43;10;15;10;1;30;208;109;0;2;357;357;357;0;0;163;163;4;158;155;158;149;4;70;78;11;1;37;36;26;7;159;0;163;0;104;45;93;24;148;11;4;121;34;22;13;22;45;387;182;205;397;188;209;8;13;11;28;23;15;211;196;126;4;5;6;13;10;6;101;95;59;4;8;5;15;13;9;110;101;67;62;8;14;15;9;0;8;152;68;42;24;1;15;8;11;88;167;253;11;21;56;55;72;
2011;'170610001; ;7;Secção;136;136;57;78;1;0;0;102;34;0;126;10;0;20;11;18;19;17;20;9;5;11;6;57;23;25;31;0;137;137;137;0;0;31;31;6;30;29;30;26;4;16;7;4;4;9;4;5;5;20;0;31;0;15;10;23;6;31;0;0;24;10;6;1;6;12;86;41;45;87;42;45;1;2;3;4;3;2;45;43;32;0;1;2;2;1;1;25;24;12;1;1;1;2;2;1;20;19;20;19;1;1;4;1;0;1;25;19;7;3;0;1;0;0;24;37;56;13;5;6;9;23;
2011;'170611001; ;7;Secção;120;120;74;0;46;0;0;97;23;0;93;27;0;39;2;3;2;11;42;9;5;2;5;79;1;38;1;1;120;120;120;0;0;33;33;8;33;33;33;32;1;11;16;5;1;2;13;1;3;30;0;33;0;23;6;21;4;29;4;0;23;5;2;0;4;7;75;34;41;76;36;40;0;2;3;6;6;1;34;33;31;0;1;0;5;5;0;16;16;14;0;1;3;1;1;1;18;17;17;10;2;2;4;2;0;0;34;11;5;2;0;0;3;1;9;36;58;1;4;4;7;8;
2011;'170612001; ;7;Secção;353;333;77;35;221;0;20;338;15;0;345;8;0;0;34;75;95;68;36;8;11;19;7;24;284;36;9;0;353;353;353;0;0;112;112;39;110;108;110;108;13;71;25;3;5;39;46;10;4;103;1;112;0;95;17;72;6;107;5;0;73;14;2;2;6;10;227;109;118;208;98;110;1;4;2;1;1;1;91;90;109;1;2;1;0;0;0;46;46;48;0;2;1;1;1;1;45;44;61;34;3;1;1;0;0;1;111;5;11;11;0;7;1;4;41;114;155;16;5;20;8;38;
2011;'170613001; ;7;Secção;345;345;127;10;208;0;0;138;207;0;293;52;0;40;40;51;46;69;48;23;9;9;10;4;229;112;0;0;346;346;346;0;0;97;97;99;94;91;94;89;6;43;37;11;4;41;33;10;6;90;1;97;0;70;24;69;10;92;5;0;64;17;11;5;10;23;203;102;101;209;104;105;5;4;6;5;5;11;97;86;92;3;3;3;3;3;2;51;49;41;2;1;3;2;2;9;46;37;51;32;3;11;8;4;0;7;80;27;22;13;0;7;1;4;53;93;136;15;7;31;30;47;
2011;'170614001; ;7;Secção;97;97;39;34;24;0;0;97;0;0;97;0;0;6;10;17;15;19;14;4;4;6;2;1;64;32;0;0;97;97;97;0;0;41;41;0;39;39;39;38;4;10;27;0;2;11;11;5;1;38;0;41;0;32;7;32;1;39;1;1;27;5;6;0;1;12;80;42;38;88;47;41;0;0;0;5;4;5;38;33;45;0;0;0;3;2;4;25;21;19;0;0;0;2;2;1;13;12;26;15;0;0;3;2;0;5;46;7;9;6;1;4;2;1;16;47;68;4;7;5;6;11;
2011;'170615001; ;7;Secção;358;345;231;106;8;12;1;336;18;4;330;27;1;1;7;14;4;100;90;91;32;5;14;313;12;0;4;29;425;424;424;0;1;236;236;17;235;235;236;234;15;98;102;21;0;57;125;31;30;200;30;236;0;102;111;67;77;209;24;3;216;85;55;30;76;103;662;320;342;684;332;352;30;32;42;57;48;40;430;390;93;17;17;23;31;28;15;195;180;49;13;15;19;26;20;25;235;210;44;22;30;24;29;23;1;31;183;87;109;133;6;54;11;20;293;111;247;8;36;249;128;280;
2011;'170615002; ;7;Secção;228;224;25;19;180;4;0;223;4;1;138;90;0;1;8;34;55;72;29;15;6;4;4;227;0;1;0;0;246;246;246;0;0;99;99;15;99;99;99;99;6;38;52;3;0;33;20;8;1;82;10;99;0;54;41;43;21;91;8;0;69;33;17;3;19;39;232;109;123;238;112;126;2;11;11;14;12;10;139;129;61;1;6;5;8;7;4;70;66;22;1;5;6;6;5;6;69;63;39;32;13;4;7;10;0;5;63;31;33;32;0;27;2;6;113;63;91;7;16;90;31;104;
2011;'170615003; ;7;Secção;228;217;172;42;3;8;3;215;8;5;170;57;1;3;11;19;21;31;57;30;24;16;16;218;1;8;0;1;267;264;264;0;3;154;154;3;154;154;154;154;5;27;93;29;1;19;37;48;31;127;17;154;1;80;62;68;32;143;9;2;134;39;33;13;31;61;470;225;245;504;246;258;10;20;12;27;23;27;259;232;176;6;8;8;13;10;14;135;121;76;4;12;4;14;13;13;124;111;100;29;17;7;10;23;0;16;135;41;86;68;4;64;5;8;173;201;272;2;15;156;48;160;
2011;'170615004; ;7;Secção;179;160;37;8;115;17;2;126;45;8;116;52;11;6;11;58;41;34;12;6;6;4;1;17;86;74;1;1;293;291;291;0;2;156;156;12;155;155;155;153;11;51;75;19;8;40;47;21;6;114;36;157;0;88;62;57;33;139;16;2;118;52;21;10;33;58;375;158;217;390;166;224;8;14;18;29;26;23;242;219;79;2;5;7;10;10;11;116;105;26;6;9;11;19;16;12;126;114;53;14;12;6;17;15;2;22;84;45;56;87;2;71;11;9;182;83;145;4;15;163;61;170;
2011;'170616001; ;7;Secção;201;201;201;0;0;0;0;200;1;0;198;3;0;23;17;22;18;29;24;20;18;18;12;2;137;60;2;0;201;201;201;0;0;94;94;2;91;88;91;85;3;25;45;21;1;24;23;12;5;93;0;94;0;57;31;55;12;89;5;0;70;21;14;5;12;26;230;114;116;228;113;115;4;6;5;4;3;13;125;112;84;0;5;3;3;2;9;68;59;34;4;1;2;1;1;4;57;53;50;43;5;2;6;2;1;4;72;34;16;14;2;16;1;4;68;93;139;21;13;34;17;63;
2011;'170617001; ;7;Secção;185;184;87;77;20;0;1;109;75;1;171;14;0;0;13;27;18;28;35;9;17;25;13;12;139;34;0;0;185;184;184;0;1;50;50;0;48;46;48;45;4;31;11;4;0;20;18;0;0;49;1;50;0;33;13;28;9;49;1;0;35;8;8;2;8;11;118;58;60;117;58;59;2;6;5;8;7;2;55;53;41;0;1;3;4;3;2;29;27;21;2;5;2;4;4;0;26;26;20;31;7;1;6;3;0;0;40;13;12;6;0;1;1;0;34;44;68;20;6;8;16;34;
2011;'170618001; ;7;Secção;172;172;73;99;0;0;0;170;2;0;162;10;0;17;15;16;13;22;30;16;8;12;23;55;55;30;15;17;174;174;174;0;0;70;70;4;70;70;70;69;11;41;15;3;1;19;11;7;6;70;0;70;0;43;21;45;11;63;5;2;57;17;11;4;11;20;173;78;95;177;80;97;4;7;3;8;5;10;91;81;64;2;2;3;6;3;5;37;32;30;2;5;0;2;2;5;54;49;34;49;6;2;5;5;0;4;56;20;17;12;0;3;4;5;39;75;112;10;15;14;20;30;
2011;'170619001; ;7;Secção;132;131;85;42;4;0;1;93;39;0;120;12;0;33;8;12;11;23;15;13;12;4;1;18;25;4;83;2;135;134;134;0;1;61;61;4;58;56;58;56;7;11;33;10;2;13;13;5;6;56;0;61;0;37;19;38;6;58;3;0;50;11;11;2;6;20;150;78;72;156;82;74;1;5;1;9;8;13;81;68;59;1;3;1;5;4;9;49;40;23;0;2;0;4;4;4;32;28;36;24;4;0;4;5;0;3;63;14;15;15;0;6;2;1;58;58;87;37;5;16;14;54;
2011;'170620001; ;7;Secção;203;203;92;5;106;0;0;137;63;3;201;2;0;9;27;28;27;38;57;13;3;0;1;2;169;32;0;0;203;203;203;0;0;52;52;20;51;46;51;44;13;25;8;6;7;23;4;3;3;50;0;52;0;33;15;38;6;50;2;0;38;15;5;3;7;16;102;43;59;124;57;67;3;1;4;5;3;2;56;54;55;1;0;2;2;1;1;29;28;23;2;1;2;3;2;1;27;26;32;23;1;2;6;0;0;1;70;9;6;7;0;2;1;1;25;56;87;13;4;8;9;23;
2011;'170621001; ;7;Secção;108;108;32;36;40;0;0;90;18;0;106;2;0;30;5;8;8;17;9;2;9;3;17;0;58;33;17;0;108;108;108;0;0;45;45;0;45;44;45;44;1;20;23;1;0;17;8;2;0;45;0;45;0;31;9;28;5;43;2;0;33;11;4;1;4;12;90;42;48;107;48;59;1;3;3;4;4;4;53;49;43;1;1;2;3;3;2;25;23;16;0;2;1;1;1;2;28;26;27;13;3;2;5;1;0;3;47;9;7;4;1;9;1;1;28;45;70;9;5;14;11;22;
2011;'170622001; ;7;Secção;150;148;136;11;1;0;2;144;4;2;142;8;0;6;24;39;28;18;16;5;8;5;1;11;127;4;8;0;150;148;148;0;2;63;63;25;62;58;62;55;7;32;20;4;4;16;8;14;7;62;0;63;0;38;21;33;7;58;5;0;40;16;6;3;7;22;134;61;73;145;66;79;3;2;5;11;11;9;82;73;42;0;1;4;3;3;6;40;34;18;3;1;1;8;8;3;42;39;24;29;3;3;4;6;0;5;53;19;12;10;2;6;2;3;31;52;99;4;10;17;15;28;
2011;'170623001; ;7;Secção;206;204;75;57;72;0;2;204;2;0;180;26;0;0;0;3;12;39;53;30;29;25;15;1;176;10;19;0;212;210;210;0;2;67;67;54;66;66;66;65;9;29;23;6;3;25;23;11;3;53;1;68;0;41;25;36;9;62;6;0;48;16;12;4;9;22;145;62;83;161;67;94;3;5;2;11;10;9;93;84;47;1;1;2;7;6;1;40;39;16;2;4;0;4;4;8;53;45;31;25;5;1;4;4;0;5;54;14;15;10;0;14;1;5;67;44;77;38;10;19;13;59;
2011;'170624001; ;7;Secção;195;195;124;17;54;0;0;193;2;0;165;30;0;3;45;49;28;32;16;9;5;6;2;24;100;70;1;0;196;196;196;0;0;55;55;42;55;53;55;53;5;20;25;5;2;11;21;14;3;51;0;55;0;38;11;34;5;50;5;0;41;14;7;2;5;20;128;57;71;131;58;73;3;2;3;8;8;6;63;57;52;1;2;1;3;3;1;30;29;21;2;0;2;5;5;5;33;28;31;21;2;3;2;3;0;6;44;14;10;15;0;4;3;2;36;54;82;12;4;20;11;30;
2011;'170625001; ;7;Secção;230;230;155;12;63;0;0;230;0;0;215;15;0;60;14;23;39;39;18;9;12;10;6;6;137;61;26;0;232;232;232;0;0;81;81;13;80;79;80;79;17;49;15;0;3;23;32;9;1;76;1;81;0;63;13;59;8;73;7;1;55;13;6;1;8;15;171;77;94;167;75;92;1;1;3;8;5;6;68;62;86;1;1;2;2;1;2;31;29;38;0;0;1;6;4;4;37;33;48;32;1;2;6;2;1;4;93;11;8;8;0;1;7;2;29;79;121;13;6;10;10;27;
2011;'170626001; ;7;Secção;299;288;275;7;6;10;1;296;3;0;297;2;0;49;45;46;62;65;18;5;2;5;2;235;4;49;10;1;355;355;355;0;0;168;168;25;167;167;167;162;24;95;41;8;3;70;34;9;12;138;1;168;0;105;43;100;32;154;13;1;128;41;21;11;30;54;439;212;227;426;206;220;9;12;16;39;32;18;212;194;138;4;8;10;20;16;6;102;96;62;5;4;6;19;16;12;110;98;76;66;12;15;15;21;1;11;159;55;58;29;1;13;1;14;75;162;292;6;32;37;61;49;
2011;'170626002; ;7;Secção;312;312;289;16;7;0;0;296;16;0;306;6;0;64;25;45;54;56;29;12;8;9;10;90;76;70;66;10;314;314;314;0;0;170;170;41;168;165;168;165;12;81;53;24;3;45;54;25;15;164;1;170;0;95;52;114;23;152;18;0;135;54;20;12;21;73;426;206;220;454;218;236;12;11;5;20;17;26;242;216;164;6;4;3;7;6;14;126;112;72;6;7;2;13;11;12;116;104;92;69;7;4;14;13;0;15;147;41;45;37;2;32;9;9;140;172;265;59;20;61;33;107;
2011;'170626003; ;7;Secção;397;384;285;68;31;11;2;357;34;6;346;50;1;15;20;9;19;50;67;52;68;33;64;358;8;11;19;1;450;448;448;0;2;202;202;61;202;202;202;202;12;99;81;10;0;38;81;33;14;176;13;205;1;115;79;97;41;186;17;2;155;52;37;22;40;64;559;278;281;549;267;282;20;19;20;31;28;24;286;262;173;11;10;8;17;15;14;145;131;76;9;9;12;14;13;10;141;131;97;68;16;12;19;19;0;13;159;79;57;64;1;37;9;12;183;193;283;8;44;131;78;158;
2011;'170627001; ;7;Secção;244;244;124;78;42;0;0;241;3;0;237;7;0;0;0;14;34;95;67;14;11;5;4;31;143;53;1;16;245;245;245;0;0;98;98;57;97;97;97;97;11;29;48;10;5;21;39;7;7;94;0;98;0;69;25;54;9;91;7;0;72;18;13;2;9;28;212;113;99;218;113;105;2;4;5;8;7;10;120;110;79;1;2;3;7;7;2;61;59;39;1;2;2;1;0;8;59;51;40;26;5;1;5;4;0;6;99;32;13;15;2;10;3;4;53;103;146;14;19;20;14;52;
2011;'170628001; ;7;Secção;222;222;46;41;135;0;0;146;69;7;210;12;0;1;11;25;27;37;29;24;21;25;22;117;49;54;1;1;222;222;222;0;0;110;110;22;110;109;110;109;8;46;46;10;2;31;25;11;16;103;0;110;0;80;25;73;13;99;10;1;74;19;10;7;12;21;229;121;108;233;123;110;6;7;5;6;5;5;102;97;107;4;4;3;3;2;3;60;57;49;2;3;2;3;3;2;42;40;58;47;5;4;2;4;1;1;119;18;17;11;0;5;4;8;47;119;155;17;12;18;16;43;
2011;'170628002; ;7;Secção;244;244;136;0;108;0;0;239;5;0;196;48;0;7;16;13;22;37;64;16;37;9;23;165;36;26;17;0;245;245;245;0;0;96;96;13;96;93;96;92;4;18;53;21;1;16;29;16;10;83;0;96;0;59;32;53;15;79;15;2;68;19;16;5;15;31;223;116;107;227;117;110;4;7;5;13;10;8;122;114;76;1;7;2;6;5;4;67;63;34;3;0;3;7;5;4;55;51;42;38;6;3;10;5;0;3;72;40;27;10;0;11;4;16;61;74;127;14;17;30;24;56;
2011;'170629001; ;7;Secção;334;334;131;203;0;0;0;295;37;2;333;1;0;40;62;39;22;33;45;25;39;23;6;4;218;87;25;0;334;334;334;0;0;116;116;38;113;108;113;107;12;30;56;18;3;26;27;13;4;115;0;116;0;68;39;63;20;112;4;0;85;37;15;6;18;42;293;141;152;294;140;154;6;4;15;12;10;17;162;145;95;3;1;7;7;6;8;83;75;39;3;3;8;5;4;9;79;70;56;50;4;10;12;6;1;4;108;47;22;17;1;5;1;3;89;108;174;48;11;30;30;85;
2011;'170630001; ;7;Secção;160;160;62;63;35;0;0;157;2;1;140;20;0;19;16;15;14;18;25;22;21;5;5;1;135;23;1;0;161;161;161;0;0;61;61;24;59;59;59;58;1;20;30;10;6;23;7;10;6;53;0;61;0;40;17;40;10;58;3;0;38;6;11;2;10;14;133;58;75;142;63;79;2;8;5;8;7;3;60;57;59;0;2;2;4;3;1;30;29;25;2;6;3;4;4;2;30;28;34;32;6;4;7;2;1;1;44;9;28;10;1;8;0;3;41;59;82;14;7;20;22;37;
2011;'170631001; ;7;Secção;269;269;128;47;94;0;0;264;4;1;245;24;0;1;9;27;22;24;45;20;37;41;43;218;32;19;0;0;269;269;269;0;0;69;69;15;67;65;67;65;1;22;37;9;2;17;20;16;4;63;0;69;0;50;14;46;8;68;1;0;52;8;8;6;8;9;155;73;82;154;73;81;6;5;0;8;6;7;71;64;64;2;2;0;3;1;4;35;31;31;4;3;0;5;5;3;36;33;33;31;4;1;2;2;0;2;50;18;12;7;0;4;1;0;34;75;106;8;11;15;10;31;
2011;'170632001; ;7;Secção;237;236;30;96;110;1;0;220;16;1;225;7;5;12;23;21;25;26;25;17;9;29;50;126;1;2;0;108;239;238;238;0;1;62;62;73;61;61;61;61;3;22;33;4;1;26;14;2;3;60;0;63;0;44;12;45;8;60;3;0;48;11;11;2;8;22;131;63;68;151;74;77;2;3;4;11;11;6;68;62;63;1;0;3;4;4;4;35;31;31;1;3;1;7;7;2;33;31;32;20;3;3;4;4;0;5;57;21;18;12;0;5;0;3;51;68;88;28;4;19;12;45;
2011;'170633001; ;7;Secção;325;324;283;41;0;1;0;310;4;11;302;23;0;0;1;30;35;79;99;25;48;4;4;193;99;20;12;1;328;327;327;0;1;114;114;20;114;114;114;112;10;53;46;5;3;25;51;19;10;102;5;114;0;75;31;60;18;100;10;4;80;26;14;9;19;29;248;114;134;262;121;141;8;5;12;12;7;11;141;130;84;2;1;6;3;1;2;66;64;43;6;4;6;9;6;9;75;66;41;20;7;8;10;7;0;5;107;30;38;29;2;11;6;13;63;102;150;3;19;41;34;46;
2011;'170634001; ;7;Secção;330;329;134;194;1;1;0;297;32;1;325;5;0;117;36;13;15;52;74;8;5;5;5;161;30;64;74;1;330;329;329;0;1;118;118;20;115;113;115;109;7;56;52;3;9;41;8;16;20;115;0;118;0;69;39;58;26;117;1;0;82;15;26;6;25;29;304;160;144;307;162;145;8;14;18;23;15;16;166;150;78;5;7;10;15;9;10;89;79;36;3;7;8;8;6;6;77;71;42;50;17;9;14;8;0;9;111;40;33;25;0;13;0;1;78;96;180;10;16;52;50;69;
